name,value,year,date,lastValue,rank
pulis,211,165,20/04/2019,211,10
dave,202,165,20/04/2019,201,11
boro,180,165,20/04/2019,180,13
derby,135,165,20/04/2019,135,16
england,157,165,20/04/2019,157,14
leeds,133,165,20/04/2019,132,17
leicester,115,165,20/04/2019,115,19
bald,146,165,20/04/2019,142,15
ricardo,133,165,20/04/2019,133,17
brave,106,165,20/04/2019,106,20
city,301,166,21/04/2019,296,2
chris,308,166,21/04/2019,308,1
shame,278,166,21/04/2019,277,4
forest,289,166,21/04/2019,286,3
spurs,255,166,21/04/2019,254,5
united,238,166,21/04/2019,232,6
liverpool,225,166,21/04/2019,223,7
chelsea,220,166,21/04/2019,220,8
jake,218,166,21/04/2019,218,9
arsenal,200,166,21/04/2019,196,12
pulis,211,166,21/04/2019,211,10
dave,203,166,21/04/2019,202,11
boro,182,166,21/04/2019,180,13
derby,136,166,21/04/2019,135,16
england,157,166,21/04/2019,157,14
leeds,134,166,21/04/2019,133,17
leicester,118,166,21/04/2019,115,19
bald,147,166,21/04/2019,146,15
ricardo,133,166,21/04/2019,133,18
brave,106,166,21/04/2019,106,20
city,302,167,22/04/2019,301,2
chris,311,167,22/04/2019,308,1
shame,280,167,22/04/2019,278,4
forest,297,167,22/04/2019,289,3
spurs,255,167,22/04/2019,255,5
united,238,167,22/04/2019,238,6
liverpool,225,167,22/04/2019,225,7
chelsea,220,167,22/04/2019,220,9
jake,224,167,22/04/2019,218,8
arsenal,201,167,22/04/2019,200,12
pulis,214,167,22/04/2019,211,10
dave,208,167,22/04/2019,203,11
boro,186,167,22/04/2019,182,13
derby,141,167,22/04/2019,136,16
england,157,167,22/04/2019,157,14
leeds,138,167,22/04/2019,134,17
leicester,118,167,22/04/2019,118,19
bald,147,167,22/04/2019,147,15
ricardo,134,167,22/04/2019,133,18
brave,108,167,22/04/2019,106,20
city,313,168,23/04/2019,302,2
chris,314,168,23/04/2019,311,1
shame,291,168,23/04/2019,280,4
forest,299,168,23/04/2019,297,3
spurs,268,168,23/04/2019,255,5
united,243,168,23/04/2019,238,6
liverpool,234,168,23/04/2019,225,7
chelsea,220,168,23/04/2019,220,9
jake,230,168,23/04/2019,224,8
arsenal,201,168,23/04/2019,201,12
pulis,217,168,23/04/2019,214,10
dave,209,168,23/04/2019,208,11
boro,186,168,23/04/2019,186,13
derby,142,168,23/04/2019,141,17
england,158,168,23/04/2019,157,14
leeds,146,168,23/04/2019,138,16
leicester,118,168,23/04/2019,118,19
bald,148,168,23/04/2019,147,15
ricardo,135,168,23/04/2019,134,18
brave,109,168,23/04/2019,108,20
city,333,169,24/04/2019,313,1
chris,320,169,24/04/2019,314,2
shame,298,169,24/04/2019,291,4
forest,308,169,24/04/2019,299,3
spurs,274,169,24/04/2019,268,5
united,258,169,24/04/2019,243,6
liverpool,246,169,24/04/2019,234,7
chelsea,238,169,24/04/2019,220,9
jake,244,169,24/04/2019,230,8
arsenal,218,169,24/04/2019,201,11
pulis,224,169,24/04/2019,217,10
dave,215,169,24/04/2019,209,12
boro,190,169,24/04/2019,186,13
derby,143,169,24/04/2019,142,17
england,160,169,24/04/2019,158,14
leeds,146,169,24/04/2019,146,16
leicester,120,169,24/04/2019,118,19
bald,149,169,24/04/2019,148,15
ricardo,138,169,24/04/2019,135,18
brave,113,169,24/04/2019,109,20
city,335,170,25/04/2019,333,1
chris,334,170,25/04/2019,320,2
shame,301,170,25/04/2019,298,4
forest,309,170,25/04/2019,308,3
spurs,276,170,25/04/2019,274,5
united,259,170,25/04/2019,258,6
liverpool,250,170,25/04/2019,246,8
chelsea,238,170,25/04/2019,238,10
jake,254,170,25/04/2019,244,7
arsenal,218,170,25/04/2019,218,11
pulis,243,170,25/04/2019,224,9
dave,217,170,25/04/2019,215,12
boro,190,170,25/04/2019,190,13
derby,143,170,25/04/2019,143,18
england,169,170,25/04/2019,160,14
leeds,146,170,25/04/2019,146,16
leicester,121,170,25/04/2019,120,19
bald,150,170,25/04/2019,149,15
ricardo,145,170,25/04/2019,138,17
brave,115,170,25/04/2019,113,20
city,341,171,26/04/2019,335,1
chris,341,171,26/04/2019,334,1
shame,302,171,26/04/2019,301,4
forest,312,171,26/04/2019,309,3
spurs,276,171,26/04/2019,276,5
united,262,171,26/04/2019,259,6
liverpool,259,171,26/04/2019,250,7
chelsea,242,171,26/04/2019,238,10
jake,257,171,26/04/2019,254,8
arsenal,223,171,26/04/2019,218,11
pulis,245,171,26/04/2019,243,9
dave,219,171,26/04/2019,217,12
boro,191,171,26/04/2019,190,13
derby,147,171,26/04/2019,143,16
england,170,171,26/04/2019,169,14
leeds,146,171,26/04/2019,146,17
leicester,125,171,26/04/2019,121,19
bald,151,171,26/04/2019,150,15
ricardo,145,171,26/04/2019,145,18
brave,117,171,26/04/2019,115,20
city,341,172,27/04/2019,341,1
chris,341,172,27/04/2019,341,1
shame,305,172,27/04/2019,302,4
forest,316,172,27/04/2019,312,3
spurs,277,172,27/04/2019,276,5
united,263,172,27/04/2019,262,6
liverpool,259,172,27/04/2019,259,7
chelsea,244,172,27/04/2019,242,10
jake,258,172,27/04/2019,257,8
arsenal,223,172,27/04/2019,223,11
pulis,245,172,27/04/2019,245,9
dave,221,172,27/04/2019,219,12
boro,191,172,27/04/2019,191,13
derby,148,172,27/04/2019,147,17
england,170,172,27/04/2019,170,14
leeds,149,172,27/04/2019,146,16
leicester,125,172,27/04/2019,125,19
bald,151,172,27/04/2019,151,15
ricardo,145,172,27/04/2019,145,18
brave,122,172,27/04/2019,117,20
city,342,173,28/04/2019,341,2
chris,347,173,28/04/2019,341,1
shame,311,173,28/04/2019,305,4
forest,318,173,28/04/2019,316,3
spurs,279,173,28/04/2019,277,5
united,268,173,28/04/2019,263,6
liverpool,260,173,28/04/2019,259,8
chelsea,248,173,28/04/2019,244,9
jake,263,173,28/04/2019,258,7
arsenal,237,173,28/04/2019,223,11
pulis,245,173,28/04/2019,245,10
dave,224,173,28/04/2019,221,12
boro,192,173,28/04/2019,191,13
derby,151,173,28/04/2019,148,16
england,170,173,28/04/2019,170,15
leeds,171,173,28/04/2019,149,14
leicester,136,173,28/04/2019,125,19
bald,151,173,28/04/2019,151,16
ricardo,146,173,28/04/2019,145,18
brave,125,173,28/04/2019,122,20
city,345,174,29/04/2019,342,2
chris,352,174,29/04/2019,347,1
shame,315,174,29/04/2019,311,4
forest,325,174,29/04/2019,318,3
spurs,280,174,29/04/2019,279,5
united,274,174,29/04/2019,268,6
liverpool,263,174,29/04/2019,260,8
chelsea,256,174,29/04/2019,248,9
jake,264,174,29/04/2019,263,7
arsenal,245,174,29/04/2019,237,11
pulis,247,174,29/04/2019,245,10
dave,226,174,29/04/2019,224,12
boro,195,174,29/04/2019,192,13
derby,180,174,29/04/2019,151,14
england,174,174,29/04/2019,170,15
leeds,173,174,29/04/2019,171,16
leicester,153,174,29/04/2019,136,17
bald,151,174,29/04/2019,151,18
ricardo,151,174,29/04/2019,146,18
brave,125,174,29/04/2019,125,20
city,351,175,30/04/2019,345,2
chris,352,175,30/04/2019,352,1
shame,320,175,30/04/2019,315,4
forest,326,175,30/04/2019,325,3
spurs,288,175,30/04/2019,280,5
united,281,175,30/04/2019,274,6
liverpool,273,175,30/04/2019,263,7
chelsea,256,175,30/04/2019,256,9
jake,267,175,30/04/2019,264,8
arsenal,245,175,30/04/2019,245,11
pulis,247,175,30/04/2019,247,10
dave,229,175,30/04/2019,226,12
boro,195,175,30/04/2019,195,13
derby,181,175,30/04/2019,180,14
england,174,175,30/04/2019,174,15
leeds,173,175,30/04/2019,173,16
leicester,155,175,30/04/2019,153,17
bald,151,175,30/04/2019,151,18
ricardo,151,175,30/04/2019,151,18
brave,126,175,30/04/2019,125,20
